,postalCode,RestCount,afact,popsum,NP,RMSP,VALP,HINCP
1470,32136,1,1.0,7080.000000000001,1.974,5.974,150260.0,54530.8
1471,32137,1,1.0,37821.0,2.0,6.0,150000.0,54900.0
1472,32159,2,1.0,28867.0,2.0,5.0,200000.0,47300.0
1473,32162,2,1.0,45180.0,2.0,5.0,244250.0,50494.84999999999
1474,32164,1,1.0,41616.0,2.0,6.0,150000.0,54900.0
1475,32168,2,1.0,23642.0,2.0,5.173000000000001,174810.0,47830.4
1476,32169,1,1.0,9816.0,2.0,5.0,180000.0,47000.0
1477,32174,3,1.0,47552.0,1.182,5.182,158180.0,43284.4
1478,32176,2,1.0,14339.0,1.0,5.0,160000.0,40700.0
1479,32177,3,1.0,27132.0,2.0,5.0,120000.0,40000.0
1480,32202,4,1.0,7915.0,2.0,6.0,200000.0,59000.0
1481,32204,1,1.0,6906.0,2.0,6.0,237750.0,68739.5
1482,32205,4,1.0,28225.0,2.0,5.999999999999999,249100.0,71667.8
1483,32206,1,1.0,17669.0,2.0,6.0,200000.0,59000.0
1484,32207,1,1.0,33306.0,2.0,6.0,293210.0,79854.1
1485,32216,1,1.001,34910.876000000004,2.002,6.0059999999999985,304160.0,77647.59999999999
1486,32218,3,1.0,53473.0,2.0,6.0,235000.0,70500.0
1487,32222,1,1.0,8691.0,2.0,6.0,235000.0,70500.0
1488,32223,3,1.0,23980.0,2.0,6.0,280000.0,82000.0
1489,32225,7,1.0,52485.0,2.0,6.0,338880.0,87254.09999999999
1490,32250,2,1.0,25356.0,2.0,5.999999999999999,344299.99999999994,91142.1
1491,32256,10,1.0,38483.0,2.0,6.0,299300.0,80263.0
1492,32257,2,1.0,36430.0,2.0,6.0,280000.0,82000.0
1493,32258,1,1.0,26759.0,2.0,6.0,285780.0,81479.8
1494,32266,1,1.0,7037.0,2.0,6.0,350000.0,92550.0
1495,32301,3,1.0,29321.000000000004,1.033,5.033000000000001,326370.0,53663.37500000001
1496,32303,6,1.0,47359.0,1.456,5.456,279840.0,63128.0
1497,32304,2,1.0,46145.0,1.077,5.076999999999999,321530.0,54647.87499999999
1498,32309,1,1.0,30159.0,2.0,6.0,220000.0,75300.0
1499,32312,3,1.0,31869.0,1.857,5.856999999999998,235730.0,72100.375
1500,32327,1,1.0,26953.0,1.0,5.0,120000.0,41780.0
1501,32343,1,1.0,3044.0,1.0,5.0,120000.0,41780.0
1502,32401,2,1.0,22647.0,2.0,6.0,160000.0,52000.0
1503,32404,1,1.0,38425.0,2.0,6.0,160000.0,52000.0
1504,32405,2,1.0,29980.0,2.0,6.0,160000.0,52000.0
1505,32407,3,1.0,9347.0,2.0,6.0,160000.0,52000.0
1506,32408,4,1.0,15352.0,2.0,6.0,160000.0,52000.0
1507,32431,1,1.0,4983.0,1.151,5.151,126040.0,43323.22
1508,32444,2,1.0,18985.0,2.0,6.0,160000.0,52000.0
1509,32459,2,1.0,11457.0,2.0,6.0,160000.0,52000.0
1510,32501,1,1.0,11730.0,2.0,5.0,200000.0,67050.0
1511,32502,1,1.0,3298.0,2.0,5.0,200000.0,67050.0
1512,32503,1,1.0,32011.0,2.0,5.0,200000.0,67050.0
1513,32504,2,1.0,21441.0,2.0,5.127999999999999,210240.0,67427.6
1514,32505,1,1.0,28213.0,2.0,5.0089999999999995,200720.0,67076.55
1515,32506,2,1.0,33846.0,2.0,5.0,200000.0,67050.0
1516,32507,4,1.0,28996.0,2.0,5.0,200000.0,67050.0
1517,32514,3,1.0,37399.0,2.0,6.0,280000.0,70000.0
1518,32526,1,1.0,36297.0,2.0,5.4239999999999995,233920.0,68300.8
1519,32533,2,1.0,26493.0,2.0,6.0,280000.0,70000.0
1520,32534,1,1.0,14029.0,2.0,6.0,280000.0,70000.0
1521,32536,4,1.0,19709.0,2.0,6.0,210000.0,67800.0
1522,32539,1,1.0,25079.0,2.0,6.0,209000.0,67484.0
1523,32541,2,1.0,15565.0,2.0,6.0,210000.0,67800.0
1524,32547,1,1.0,32485.0,2.0,6.0,210000.0,67800.0
1525,32550,1,1.0,5867.0,2.0,6.0,160000.0,52000.0
1526,32561,3,1.0,7899.0,2.0,5.73,229200.0,63363.5
1527,32563,1,1.0,22406.0,2.0,6.0,240000.0,62000.0
1528,32566,2,1.0,33671.0,2.0,6.0,240000.0,62000.0
1529,32570,1,1.0,28817.0,2.0,6.0,240000.0,62000.0
1530,32571,1,1.0,28881.0,2.0,6.0,240000.0,62000.0
1531,32578,2,1.0,30108.0,2.0,6.0,208600.0,67357.59999999999
1532,32579,1,1.0,9997.0,2.0,6.0,210000.0,67800.0
1533,32580,1,1.0,3662.0,2.0,6.0,210000.0,67800.0
1534,32601,5,1.0,18585.0,2.0,5.0,240000.0,60000.0
1535,32603,1,1.0,6741.0,2.0,5.0,240000.0,60000.0
1536,32605,1,1.0,22925.0,2.0,5.0,240000.0,60000.0
1537,32606,1,1.0,21833.0,2.0,5.397,247940.0,64367.0
1538,32607,1,1.0,29750.0,2.0,5.474,249480.0,65214.0
1539,32608,1,1.0,45842.0,2.0,5.488,249760.0,65368.0
1540,32615,1,1.0,14295.0,2.0,6.0,260000.0,71000.0
1541,32626,1,1.0,8133.0,2.0,6.0,150000.0,51500.0
1542,32701,3,1.0,21577.0,2.0,6.0,289700.0,67053.5
1543,32703,1,1.0,46206.99999999999,2.0,6.0,312000.0,67778.29999999999
1544,32707,1,1.0,35335.0,2.0,6.0,250000.0,60900.0
1545,32712,2,1.0,41769.0,2.0,6.0,300000.0,65000.0
1546,32720,5,1.0,29700.0,2.0,5.957999999999998,163740.0,47467.2
1547,32725,1,1.0,44905.0,2.0,6.0,150000.0,51800.0
1548,32726,3,1.0,20029.0,2.0,5.5,150000.0,48200.0
1549,32738,1,1.0,43830.0,2.0,6.0,150000.0,51800.0
1550,32746,2,1.0,40571.0,2.0,6.0,313450.0,73256.7
1551,32751,1,1.0,19928.0,2.0,6.000000000000001,298213.0,66361.6
1552,32757,2,1.0,23746.0,2.0,5.6285,180270.0,51965.6
1553,32763,1,1.0,21263.0,2.0,6.0,165000.0,47400.0
1554,32765,2,1.0,56349.0,2.0,6.996,389440.0,99345.6
1555,32771,1,1.0,49481.0,2.0,6.195,330000.0,78513.70000000001
1556,32773,1,1.0,28787.000000000004,2.0,6.151,313590.0,76237.40000000001
1557,32779,1,1.0,27556.0,2.0,6.0,350000.0,76400.0
1558,32780,3,1.0,34628.0,2.0,6.000000000000001,200030.00000000003,70598.1
1559,32789,8,1.0,24557.0,2.0,6.0,309000.0,67200.0
1560,32792,5,0.9990000000000001,46867.085999999996,1.6820000000000002,5.683,246771.0,59535.4
1561,32796,2,1.0,20139.0,2.0,6.0,200000.0,70600.0
1562,32801,6,1.0,12050.0,2.0,5.0,200000.0,49000.0
1563,32803,3,1.0,19020.0,2.0,5.171,218639.0,52112.2
1564,32805,2,1.001,21831.81,2.002,5.005,154000.0,43343.0
1565,32807,2,1.0,31465.0,1.807,5.09,207880.00000000003,51024.00000000001
1566,32810,1,1.0,32210.0,2.0,6.0,306489.0,66586.2
1567,32814,1,1.0,6151.0,2.0,6.0,309000.0,67200.0
1568,32817,1,1.0,35105.0,1.0,5.0,190000.0,51000.0
1569,32819,8,1.0,24976.0,2.0,6.0,390000.0,80000.0
1570,32822,1,1.0,53029.0,1.9980000000000002,5.3450000000000015,209850.0,54251.15
1571,32826,4,1.0,29347.000000000004,1.001,5.001000000000001,190060.00000000003,51024.05000000001
1572,32827,2,1.0,6362.0,2.0,6.0,220000.0,63700.0
1573,32830,2,1.0,26.0,2.0,6.0,390000.0,80000.0
1574,32836,3,1.0,16647.0,2.0,6.0,390000.0,80000.0
1575,32839,3,1.0,50279.0,2.0,5.0,200000.0,46000.0
1576,32901,6,1.0,24521.0,2.0,5.999999999999999,191740.0,63719.0
1577,32903,1,1.0,12869.0,2.0,6.0,230000.0,68700.0
1578,32904,1,1.0,26710.0,2.0,6.0,209505.0,64284.25
1579,32905,3,1.0,22084.0,2.0,6.0,155000.0,62550.0
1580,32909,1,1.0,30120.0,2.0,6.0,156265.0,62590.25
1581,32920,1,1.0,9848.0,2.0,6.0,230000.0,68700.0
1582,32922,3,1.0,14916.0,2.0,6.0,200000.0,70600.0
1583,32926,1,1.0,22752.0,2.0,6.0,200000.0,70600.0
1584,32931,2,1.0,13567.0,2.0,6.0,230000.0,68700.0
1585,32935,2,1.0,39082.0,2.0,6.0,210000.0,64300.0
1586,32937,2,1.0,24969.0,2.0,6.0,230000.0,68700.0
1587,32951,1,1.0,10673.0,2.0,6.0,230000.0,68700.0
1588,32952,2,1.0,19881.0,2.0,6.0,230000.0,68700.0
1589,32953,1,1.0,22754.0,2.0,6.0,230000.0,68700.0
1590,32955,2,1.0,36374.0,2.0,6.0,200090.0,70543.3
1591,32958,2,1.0,25366.0,2.0,5.0,170000.0,52700.0
1592,32960,4,1.0,20037.0,2.0,5.0,170000.0,52700.0
1593,32962,1,1.0,22716.0,2.0,5.0,170000.0,52700.0
1594,32966,1,1.0,15626.0,2.0,5.0,170000.0,52700.0
1595,33009,2,1.0,39341.0,2.0,4.013,200650.0,47066.3
1596,33012,2,1.0,72248.0,2.0,4.624,223332.0,35514.1
1597,33015,2,1.0,63544.0,2.0,5.0,300000.0,61000.0
1598,33019,2,1.0,15107.0,2.0,5.0,239412.5,52831.5
1599,33020,2,1.0,41329.0,2.0,5.0,233720.00000000003,53224.8
1600,33021,1,1.0,45921.0,2.0,4.998999999999999,238097.5,52913.8
1601,33024,1,1.0,63916.0,2.0,5.1160000000000005,248457.5,55797.3
1602,33025,1,1.0,59039.0,2.0,4.635,253400.0,60154.2
1603,33026,1,1.0,28498.0,2.0,5.34,300000.0,76564.0
1604,33027,1,1.0,57663.0,2.0,5.0,300000.0,75000.0
1605,33029,1,1.0,45235.0,2.4130000000000003,5.412999999999999,361950.0,89124.6
1606,33032,1,1.001,34122.088,2.271,5.496,254120.0,61518.0
1607,33033,2,0.9990000000000001,48978.972,2.9070000000000005,5.085,208800.0,49473.0
1608,33036,1,1.0,3035.0,1.0,4.0,500000.0,70750.0
1609,33037,3,1.0,11612.0,1.0,4.0,500000.0,70750.0
1610,33040,5,1.0,32891.0,1.0,4.0,500000.0,70750.0
1611,33056,1,1.0,35059.0,2.0,5.8005,190463.0,49029.1
1612,33062,2,1.0,23948.0,2.0,5.078,241872.0,68227.0
1613,33063,2,1.0,51019.0,2.0,6.0,200000.0,60000.0
1614,33064,1,1.0,52969.0,2.0,5.840999999999998,260184.0,65556.5
1615,33065,1,1.0,51921.0,2.0,6.0,240000.0,64800.0
1616,33071,1,1.0,36964.0,2.0,6.0,240000.0,64800.0
1617,33122,1,1.0,1.0,2.0,4.0,250000.0,39350.0
1618,33126,3,1.0,46867.0,2.0,4.0,281066.0,41378.8
1619,33127,2,1.0,28909.0,1.915,3.915,245100.0,34996.5
1620,33128,1,1.0,7562.0,1.0,3.0,300000.0,28500.0
1621,33130,5,1.0,26108.0,1.4660000000000002,3.466,439800.0,54829.0
1622,33131,7,1.0,14917.0,1.87,3.87,561000.0,77655.0
1623,33132,3,1.0,11165.0,1.463,3.463,272220.0,31787.300000000007
1624,33133,3,1.0,31926.0,2.0,4.1,603125.0,86397.5
1625,33134,3,0.9990000000000001,37418.544,1.9980000000000002,5.336,551276.0,90948.95
1626,33135,3,1.0,36066.0,1.588,3.588,299412.0,36761.4
1627,33137,2,1.0,19410.000000000004,1.874,3.874000000000001,272760.0,39833.60000000001
1628,33138,5,1.0,27571.0,1.614,3.614,340360.0,48569.60000000001
1629,33139,18,1.0,38613.0,1.016,3.016,495440.0,68581.0
1630,33140,1,1.0,21210.0,1.0,3.0,500000.0,69200.0
1631,33143,1,1.001,31438.407000000003,2.002,5.1800000000000015,405037.5,66929.87000000001
1632,33145,1,1.0,29758.0,2.0,4.0,486222.0,68953.9
1633,33146,3,1.0,14995.0,2.0,6.0,662500.0,112950.0
1634,33149,3,1.0,12389.0,2.0,4.0,600000.0,85000.0
1635,33150,2,1.0,27811.0,1.952,4.582,205860.0,36834.8
1636,33156,1,1.0,31315.0,2.0,5.6919999999999975,560450.0,96981.7
1637,33157,1,1.0,63226.0,2.0,5.7029999999999985,276240.0,67575.0
1638,33160,7,1.0,40053.0,1.305,4.0,367650.0,59912.0
1639,33165,1,0.999,56092.850999999995,1.998,5.1110000000000015,345590.0,60182.54
1640,33166,2,1.0,23038.0,2.0,4.175,257000.0,42963.75
1641,33170,1,0.9990000000000001,12240.747,2.1959999999999997,4.976,220760.0,49693.25
1642,33178,2,1.0,39489.0,2.0,5.0,290000.0,60000.0
1643,33181,1,1.0,18413.0,1.507,4.1435,318850.0,54917.4
1644,33183,1,1.0,35949.0,2.0,5.0,285110.0,54667.22
1645,33186,1,1.001,67204.137,2.5269999999999997,5.55,299750.0,69480.95999999999
1646,33301,6,1.0,14586.0,1.0,5.0,325000.0,60600.0
1647,33304,2,1.0,17724.0,1.0,5.0,325000.0,60600.0
1648,33308,1,0.9990000000000001,28188.783,1.944,5.0120000000000005,244520.0,68030.4
1649,33309,3,1.0,33705.0,2.0,5.768000000000002,238400.0,66450.4
1650,33314,1,1.0,21885.0,2.0,5.755000000000001,281012.5,73328.0
1651,33316,8,1.0,10044.0,1.002,5.0,324795.0,60586.8
1652,33322,1,1.0,37858.0,2.0,6.0,300000.0,91000.0
1653,33323,1,1.0,18929.0,2.0,6.0,300000.0,91000.0
1654,33324,3,1.0,42847.0,2.0,6.0,300000.0,87044.2
1655,33325,1,1.0,27570.0,2.0,6.000000000000001,300000.0,82632.40000000001
1656,33328,1,1.0,27415.0,2.0,6.0,300000.0,79600.0
1657,33331,1,1.0,23204.0,2.926,5.999999999999999,438900.0,107009.6
1658,33334,1,1.0,28749.0,2.0,5.852,248520.0,69778.0
1659,33351,1,1.0,32890.0,2.0,5.7940000000000005,279400.0,83522.2
1660,33401,8,1.0,24879.0,2.0,5.0,255000.0,51680.0
1661,33403,1,1.0,12042.0,2.0,5.0,280000.0,60360.0
1662,33404,1,1.0,27489.0,2.0,5.0,280000.0,60360.0
1663,33405,1,1.0,19155.0,2.0,5.0,255000.0,51680.0
1664,33406,1,1.0,26312.0,2.0,5.0,200000.0,48500.0
1665,33408,3,1.0,16920.999999999996,2.0,5.328999999999999,303029.99999999994,66374.12
1666,33409,2,1.0,29140.0,2.0,5.0,255000.0,51680.0
1667,33410,3,1.0,32570.0,2.0,5.331,303170.0,66410.68000000001
1668,33411,1,1.0,65245.0,2.0,6.073999999999999,284250.0,61586.6
1669,33413,1,1.0,15162.0,2.0,5.0,224475.0,49915.10000000001
1670,33414,6,1.0,53718.0,2.0,7.0,400000.0,90200.0
1671,33418,4,1.0,36017.0,2.0,5.108999999999999,287630.0,62352.52
1672,33426,3,1.0,20082.0,1.9580000000000002,5.0,249580.0,58711.0
1673,33428,1,1.0,38548.0,2.0,5.0,290000.0,70000.0
1674,33431,8,1.0,18290.0,1.0,5.0,450000.0,84885.0
1675,33432,7,1.0,18715.0,1.0,5.0,450000.0,84885.0
1676,33437,1,0.999,35902.062000000005,1.805,4.994999999999999,247820.0,57972.59999999999
1677,33441,5,1.0,26838.0,2.0,6.0,264000.0,65000.0
1678,33444,5,1.0,20221.0,1.0,5.0,240000.0,54400.0
1679,33446,1,1.0,22088.0,1.1740000000000002,5.3279999999999985,266740.0,60427.19999999999
1680,33455,1,1.0,19980.0,2.0,5.0,275000.0,64000.0
1681,33458,4,1.0,49396.0,2.0,5.981,348575.0,78361.84
1682,33460,3,1.0,30790.0,2.0,5.0,219920.0,51986.0
1683,33461,2,1.0,40748.0,2.0,5.0,212600.0,50705.0
1684,33462,1,1.0,30879.0,2.0,5.0,226930.0,53593.9
1685,33463,3,1.0,53765.99999999999,2.0,4.999999999999999,211950.0,50675.4
1686,33477,6,1.0,13074.0,2.0,6.0,350000.0,78640.0
1687,33480,6,1.0,9549.0,2.0,5.0,245795.0,51764.16
1688,33483,3,1.0,12093.0,1.1,5.0,241000.0,54850.0
1689,33484,1,1.0,23443.0,1.0,5.0,240000.0,54400.0
1690,33486,2,1.0,21720.0,1.028,4.999999999999999,445520.0,84468.22
1691,33496,1,1.0,20969.0,1.4580000000000002,5.0,376720.0,78067.67
1692,33511,4,1.0,52003.0,2.0,6.0,182600.0,59490.0
1693,33513,1,1.0,12086.0,2.0,6.0,180000.0,57000.0
1694,33525,1,1.0,18439.0,2.0,5.0,150000.0,52300.0
1695,33541,5,1.0,19759.0,2.0,5.379,180320.0,60990.47
1696,33543,1,1.0,21898.0,2.0,6.0,230000.0,75230.0
1697,33544,2,1.0,22800.0,2.0,5.621,199680.0,66539.53
1698,33547,2,1.0,19813.0,2.0,6.0,200000.0,70800.0
1699,33548,2,1.0,5807.0,2.0,6.0,249460.0,63330.21
1700,33549,2,1.0,16132.0,2.0,6.0,245280.0,65886.28
1701,33556,1,1.0,22015.0,2.0,6.0,244300.0,70954.3
1702,33566,2,1.0,19522.0,2.0,6.0,157500.0,53400.0
1703,33572,1,1.0,14117.0,2.0,6.0,200000.0,70800.0
1704,33573,2,1.0,19172.0,2.0,6.0,200000.0,70800.0
1705,33576,1,1.0,3784.0,2.0,5.0,150000.0,52300.0
1706,33578,1,1.0,36693.0,2.0,6.0,184640.0,60816.0
1707,33594,1,1.0,32677.0,2.0,6.0,169987.5,55842.0
1708,33596,1,1.0,29283.0,2.0,6.000000000000001,194680.00000000003,67342.0
1709,33602,5,1.0,11515.0,1.172,5.0,272480.0,56824.7
1710,33603,1,1.0,19100.0,1.975,5.0,144000.0,37331.875
1711,33604,1,1.0,35485.0,2.0,5.002,140220.0,36777.55
1712,33605,1,1.0,17073.0,1.6949999999999998,5.0,188800.0,44128.875
1713,33606,5,1.0,17746.0,1.0,5.0,300000.0,61000.0
1714,33607,8,1.0,23541.0,1.002,5.0,299680.0,60951.45
1715,33609,1,1.0,15999.0,1.0,5.0,300000.0,61000.0
1716,33611,2,1.0,29478.0,1.0,5.0,300000.0,61000.0
1717,33612,7,1.0,44600.99999999999,2.0,5.153,187520.0,44448.8
1718,33613,1,1.0,31990.0,2.0,5.337000000000001,250000.0,54380.99999999999
1719,33615,2,1.0,43453.0,1.98,5.98,251000.0,69085.0
1720,33618,1,1.0,25570.0,2.0,6.0,250000.0,63000.0
1721,33619,1,1.0,34581.0,1.851,5.779,195000.0,56759.40000000001
1722,33625,2,1.0,24645.0,2.0,6.0,250000.0,68600.0
1723,33626,1,1.0,27557.0,2.0,6.0,250000.0,69250.0
1724,33629,1,1.0,23638.0,1.0,5.0,300000.0,61000.0
1725,33635,3,1.0,15741.0,2.0,6.0,250000.0,69250.0
1726,33647,1,1.0,55034.0,2.0,5.0,250000.0,50000.0
1727,33701,4,1.0,15014.0,1.0,5.0,200000.0,55000.0
1728,33702,1,1.0,29664.0,1.433,5.0,174020.0,50107.10000000001
1729,33704,2,1.0,16098.0,1.0,5.0,200000.0,55000.0
1730,33706,5,1.0,15901.0,2.0,5.0,225320.0,58916.39
1731,33707,1,1.0,24599.0,2.0,5.0,200000.0,59235.0
1732,33710,1,1.0,32780.0,2.0,5.0,200000.0,59235.0
1733,33712,1,1.0,25066.0,1.01,5.0,200000.0,55042.35
1734,33713,3,1.0,29812.0,1.52,5.0,200000.0,57202.2
1735,33715,1,1.0,7407.0,2.0,5.0,200000.0,59235.0
1736,33756,1,1.0,31275.0,2.0,4.999999999999999,210910.0,51606.45
1737,33759,1,1.0,17820.0,2.0,5.0,223800.0,53632.0
1738,33761,2,1.0,18167.0,2.0,5.0,200000.0,55400.0
1739,33763,1,1.0,17887.0,2.0,5.0,203745.0,55121.8
1740,33765,2,1.0,13275.0,2.0,5.0,234930.0,52805.2
1741,33767,5,1.0,8007.0,2.0,5.0,235000.0,52800.0
1742,33770,1,1.0,25281.0,2.0,5.0,125000.0,47350.0
1743,33771,2,1.0,29839.0,2.0,5.0,133640.0,48062.32
1744,33778,1,1.0,14263.0,2.0,5.0,185075.0,52302.85000000001
1745,33781,1,1.0,25922.0,2.0,5.0,140000.0,43700.0
1746,33805,1,1.0,23153.000000000004,2.0,5.947,151060.0,46685.5
1747,33809,3,1.0,28929.0,2.0,5.997999999999998,150040.0,46507.0
1748,33813,3,1.0,31698.0,2.0,6.0,176070.00000000003,57362.50000000001
1749,33823,3,1.0,28874.0,2.0,5.072,170720.0,50648.0
1750,33830,1,1.0,27542.0,2.0,6.0,172120.0,52695.99999999999
1751,33841,1,1.0,8722.0,2.0,6.0,170000.0,51000.0
1752,33844,4,1.0,33804.0,2.0,5.282,170000.0,50282.0
1753,33859,2,1.0,10582.0,2.0,6.0,170000.0,51000.0
1754,33860,2,1.0,22886.0,2.0,5.999999999999999,178250.0,57600.0
1755,33870,1,1.0,20601.0,1.983,5.983,119660.0,47715.0
1756,33880,1,1.0,37798.0,2.0,5.602,176020.0,55418.0
1757,33884,1,0.999,28734.236999999994,1.998,5.872999999999998,175210.0,55132.0
1758,33896,3,1.0,6633.0,2.0,5.0,202340.0,51568.0
1759,33897,1,1.0,14117.0,2.0,5.0,170000.0,50000.0
1760,33901,2,1.0,19500.0,1.0,5.0,250000.0,54000.0
1761,33904,1,1.0,30613.0,2.0,6.0,220000.0,53950.0
1762,33905,2,1.0,31203.0,1.486,5.4860000000000015,220840.0,52639.2
1763,33907,6,1.0,22138.0,1.0,5.0,216350.0,51173.4
1764,33908,2,1.0,38251.0,1.004,5.0,200480.0,49877.2
1765,33909,3,1.0,23119.0,2.0,6.0,220000.0,53950.0
1766,33912,1,0.999,15376.608000000002,1.7180000000000002,4.995000000000001,290080.0,63962.90000000001
1767,33913,2,1.0,17103.0,1.632,5.359,247570.0,57117.10000000001
1768,33914,1,1.0,35848.0,1.826,5.8260000000000005,216520.0,53227.9
1769,33919,2,1.0,27837.0,1.0,5.0,209100.0,50564.4
1770,33921,1,1.0,1720.0,1.23,5.23,186200.0,50467.0
1771,33928,1,1.0,20830.0,1.659,5.0,279080.0,62518.7
1772,33931,5,1.0,10005.0,1.004,5.0,200480.0,49877.2
1773,33948,3,1.0,15958.0,2.0,6.0,140000.0,52700.0
1774,33950,2,1.0,20699.0,2.0,6.0,140000.0,52700.0
1775,33956,1,1.0,3776.0,1.0,5.0,200000.0,49800.0
1776,33957,3,1.0,6469.0,1.0,5.0,200000.0,49800.0
1777,33971,1,1.0,19730.0,1.973,5.973,191620.0,51275.6
1778,33990,2,1.0,28173.0,1.9880000000000002,5.988,220360.0,53950.6
1779,33991,1,1.0,18010.0,2.0,6.0,220000.0,53950.0
1780,33993,1,1.0,20628.0,1.9669999999999999,5.9670000000000005,219340.00000000003,53813.05
1781,34102,8,1.0,10460.0,2.0,6.0,189000.0,63800.0
1782,34103,2,1.0,12150.0,2.0,6.0,192597.0,64192.4
1783,34104,3,1.0,23691.0,2.0,6.0,189000.0,63800.0
